Date_No,date, Linc,  L2025,  L2030,  L2035,  L2040,  L2045,  L2050,  L2055,  L2060,  L2065,  G,  F,  C,  S,  I
3338,3/15/2017,18.7144, ,27.9628, ,30.0571, ,17.2113, , , ,15.2602,17.4808,33.0444,42.885,26.1872
3337,3/14/2017,18.6699, ,27.7763, ,29.8235, ,17.061, , , ,15.2593,17.3865,32.7692,42.3182,25.8849
3336,3/13/2017,18.6824, ,27.8405, ,29.9051, ,17.1145, , , ,15.2583,17.3775,32.8788,42.5154,25.9907
3335,3/10/2017,18.6727, ,27.8007, ,29.855, ,17.0815, , , ,15.2553,17.4011,32.8556,42.3776,25.8687
3334,3/9/2017,18.6515, ,27.7087, ,29.7398, ,17.007, , , ,15.2543,17.3853,32.7483,42.2095,25.6321
3333,3/8/2017,18.6526, ,27.7083, ,29.7396, ,17.0065, , , ,15.2533,17.4358,32.7217,42.3596,25.6001
3332,3/7/2017,18.6654, ,27.7638, ,29.8095, ,17.0515, , , ,15.2523,17.4805,32.7867,42.5768,25.6942
3331,3/6/2017,18.6779, ,27.8223, ,29.8837, ,17.0998, , , ,15.2513,17.5012,32.8805,42.832,25.7624
3330,3/3/2017,18.6848, ,27.8675, ,29.9422, ,17.1387, , , ,15.2483,17.4969,32.9875,43.1027,25.7591
3329,3/2/2017,18.6828, ,27.863, ,29.9369, ,17.1355, , , ,15.2473,17.4911,32.9703,43.0718,25.7765
3328,3/1/2017,18.7021, ,27.9525, ,30.0504, ,17.2095, , , ,15.2463,17.5185,33.1616,43.5534,25.784
3327,2/28/2017,18.6659, ,27.7675, ,29.816, ,17.0551, , , ,15.2453,17.6125,32.7087,42.9054,25.6781
3326,2/27/2017,18.6734, ,27.8106, ,29.8725, ,17.0933, , , ,15.2443,17.6028,32.792,43.3981,25.6259
3325,2/24/2017,18.6675, ,27.7837, ,29.8376, ,17.0692, , , ,15.2414,17.6459,32.7539,43.0714,25.6378
3324,2/23/2017,18.6669, ,27.7977, ,29.8568, ,17.0833, , , ,15.2404,17.5816,32.6974,43.025,25.8345
3323,2/22/2017,18.6605, ,27.78, ,29.8366, ,17.0719, , , ,15.2394,17.5464,32.6799,43.2654,25.7181
3322,2/21/2017,18.6604, ,27.7865, ,29.846, ,17.0787, , , ,15.2384,17.5344,32.7117,43.4356,25.6606
3321,2/17/2017,18.6409, ,27.7096, ,29.7502, ,17.0168, , , ,15.2344,17.5362,32.5153,43.1201,25.6715
3320,2/16/2017,18.6371, ,27.7002, ,29.7392, ,17.0103, , , ,15.2334,17.5125,32.4604,43.0594,25.7365
3319,2/15/2017,18.6285, ,27.6746, ,29.7085, ,16.9918, , , ,15.2324,17.4627,32.4856,43.1659,25.5675
3318,2/14/2017,18.6158, ,27.6127, ,29.6306, ,16.9407, , , ,15.2314,17.4953,32.3193,42.9662,25.5517
3317,2/13/2017,18.6069, ,27.5691, ,29.5758, ,16.9048, , , ,15.2304,17.5249,32.1808,42.8315,25.5674
3316,2/10/2017,18.587, ,27.4857, ,29.4723, ,16.838, , , ,15.2274,17.5387,32.0045,42.7057,25.4529
3315,2/9/2017,18.5716, ,27.416, ,29.3846, ,16.7809, , , ,15.2265,17.5481,31.8889,42.4695,25.3497
3314,2/8/2017,18.5577, ,27.3446, ,29.2935, ,16.7203, , , ,15.2255,17.5952,31.7006,42.0056,25.3972
3313,2/7/2017,18.5453, ,27.2994, ,29.238, ,16.6853, , , ,15.2245,17.5534,31.6686,41.9903,25.2479
3312,2/6/2017,18.5461, ,27.3116, ,29.2546, ,16.6971, , , ,15.2235,17.5329,31.6597,42.1175,25.2938
3311,2/3/2017,18.553, ,27.3695, ,29.33, ,16.7483, , , ,15.2205,17.46,31.7265,42.3278,25.4583
3310,2/2/2017,18.5281, ,27.2534, ,29.1833, ,16.6523, , , ,15.2195,17.4778,31.4951,41.8115,25.3793
3309,2/1/2017,18.5241, ,27.2404, ,29.1677, ,16.6426, , , ,15.2185,17.4682,31.4753,41.8246,25.3471
3308,1/31/2017,18.5227, ,27.2338, ,29.1597, ,16.6374, , , ,15.2175,17.489,31.4589,41.8808,25.3137
3307,1/30/2017,18.5179, ,27.2181, ,29.1395, ,16.6241, , , ,15.2166,17.4651,31.4866,41.6429,25.2845
3306,1/27/2017,18.5405, ,27.3339, ,29.2866, ,16.7203, , , ,15.2136,17.469,31.6755,42.09,25.4482
3305,1/26/2017,18.5396, ,27.3405, ,29.2963, ,16.7278, , , ,15.2126,17.4376,31.7016,42.2327,25.416
3304,1/25/2017,18.5419, ,27.3594, ,29.3212, ,16.7448, , , ,15.2116,17.4162,31.724,42.3646,25.4479
3303,1/24/2017,18.5121, ,27.2166, ,29.1416, ,16.6275, , , ,15.2106,17.4619,31.4713,42.0024,25.2087
3302,1/23/2017,18.4934, ,27.12, ,29.0183, ,16.5456, , , ,15.2096,17.5237,31.2661,41.434,25.1846
3301,1/20/2017,18.4905, ,27.1301, ,29.0329, ,16.5567, , , ,15.2067,17.4577,31.3493,41.5233,25.1235
3300,1/19/2017,18.4758, ,27.067, ,28.9542, ,16.5059, , , ,15.2057,17.4533,31.2436,41.3818,25.0159
3299,1/18/2017,18.4977, ,27.1603, ,29.0709, ,16.5808, , , ,15.2047,17.5137,31.3558,41.6549,25.2009
3298,1/17/2017,18.4922, ,27.1261, ,29.0268, ,16.5507, , , ,15.2037,17.5709,31.2954,41.4521,25.1602
3297,1/13/2017,18.5001, ,27.1896, ,29.1099, ,16.6071, , , ,15.1997,17.5169,31.389,41.8685,25.2413
3296,1/12/2017,18.4897, ,27.1399, ,29.0467, ,16.5653, , , ,15.1987,17.5366,31.3304,41.5986,25.1603
3295,1/11/2017,18.4946, ,27.1683, ,29.0833, ,16.5897, , , ,15.1978,17.5294,31.3973,41.8195,25.1397
3294,1/10/2017,18.4818, ,27.1158, ,29.0182, ,16.548, , , ,15.1968,17.5165,31.3058,41.7302,25.0514
3293,1/9/2017,18.4734, ,27.0785, ,28.9703, ,16.5162, , , ,15.1958,17.5179,31.3057,41.4416,24.9606
3292,1/6/2017,18.4819, ,27.1361, ,29.0445, ,16.5656, , , ,15.1928,17.481,31.4165,41.667,25.0373
3291,1/5/2017,18.4815, ,27.1291, ,29.036, ,16.5597, , , ,15.1918,17.5288,31.2969,41.6788,25.1525
3290,1/4/2017,18.4655, ,27.0776, ,28.9745, ,16.5226, , , ,15.1908,17.4449,31.3204,41.9734,24.8195
3289,1/3/2017,18.4292, ,26.9125, ,28.7661, ,16.3866, , , ,15.1899,17.4442,31.1352,41.2911,24.4989
3288,12/30/2016,18.4103, ,26.8356, ,28.6712, ,16.3257, , , ,15.1869,17.4483,30.8727,40.996,24.6018
3287,12/29/2016,18.4113, ,26.856, ,28.6978, ,16.344, , , ,15.1849,17.4053,31.0148,41.146,24.4747
3286,12/28/2016,18.404, ,26.8325, ,28.6691, ,16.3261, , , ,15.1839,17.3707,31.0224,41.0922,24.3857
3285,12/27/2016,18.4235, ,26.9374, ,28.8019, ,16.4136, , , ,15.1829,17.3166,31.2778,41.5296,24.4181
3284,12/23/2016,18.4159, ,26.9127, ,28.7717, ,16.394, , , ,15.1789,17.3328,31.2078,41.373,24.4511
3283,12/22/2016,18.4089, ,26.8853, ,28.7372, ,16.3716, , , ,15.1779,17.3226,31.1659,41.1717,24.4479
3282,12/21/2016,18.4152, ,26.919, ,28.7807, ,16.4005, , , ,15.177,17.324,31.2199,41.4709,24.4436
3281,12/20/2016,18.4174, ,26.9395, ,28.8074, ,16.4188, , , ,15.176,17.2945,31.2957,41.6601,24.3912
3280,12/19/2016,18.4087, ,26.8989, ,28.7563, ,16.3852, , , ,15.175,17.3088,31.1779,41.3866,24.4446
3279,12/16/2016,18.3921, ,26.8439, ,28.6891, ,16.343, , , ,15.172,17.2525,31.1158,41.208,24.3569
3278,12/15/2016,18.3935, ,26.8504, ,28.6969, ,16.3477, , , ,15.171,17.2702,31.1693,41.2416,24.296
3277,12/14/2016,18.3911, ,26.8317, ,28.6727, ,16.3308, , , ,15.17,17.3235,31.0476,41.0287,24.4253
3276,12/13/2016,18.4321, ,27.0168, ,28.9042, ,16.4803, , , ,15.1691,17.3639,31.2993,41.5146,24.7923
3275,12/12/2016,18.405, ,26.8975, ,28.7564, ,16.3855, , , ,15.1681,17.3592,31.0901,41.43,24.5479
3274,12/9/2016,18.4062, ,26.9162, ,28.7821, ,16.4034, , , ,15.1651,17.3571,31.124,41.7797,24.4917
3273,12/8/2016,18.3953, ,26.8591, ,28.7112, ,16.3571, , , ,15.1641,17.4193,30.9401,41.7932,24.4521
3272,12/7/2016,18.3904, ,26.8318, ,28.6753, ,16.3323, , , ,15.1631,17.4497,30.8695,41.3463,24.549
3271,12/6/2016,18.3347, ,26.5915, ,28.3776, ,16.1417, , , ,15.1621,17.4013,30.4629,40.9518,24.1273
3270,12/5/2016,18.3171, ,26.5112, ,28.2766, ,16.0757, , , ,15.1612,17.4097,30.3585,40.5549,24.0159
3269,12/2/2016,18.2849, ,26.3742, ,28.1055, ,15.9648, , , ,15.1582,17.4048,30.18,40.0063,23.7978
3268,12/1/2016,18.2802, ,26.3659, ,28.0964, ,15.9601, , , ,15.1572,17.3559,30.1681,39.9937,23.8026
3267,11/30/2016,18.2933, ,26.4163, ,28.1589, ,15.9996, , , ,15.1564,17.4207,30.2732,40.2666,23.7835
3266,11/29/2016,18.3033, ,26.455, ,28.2064, ,16.0293, , , ,15.1556,17.4698,30.347,40.3684,23.8124
3265,11/28/2016,18.2953, ,26.4266, ,28.1719, ,16.0078, , , ,15.1548,17.444,30.2992,40.3541,23.7624
3264,11/25/2016,18.31, ,26.5141, ,28.2835, ,16.0819, , , ,15.1525,17.3923,30.4551,40.7822,23.8537
3263,11/23/2016,18.2944, ,26.4464, ,28.1996, ,16.0277, , , ,15.1509,17.402,30.3356,40.6168,23.7532
3262,11/22/2016,18.2904, ,26.4231, ,28.1695, ,16.0072, , , ,15.1501,17.4359,30.31,40.4305,23.7239
3261,11/21/2016,18.2804, ,26.3821, ,28.118, ,15.9738, , , ,15.1493,17.4237,30.2426,40.1711,23.712
3260,11/18/2016,18.2526, ,26.2634, ,27.971, ,15.8794, , , ,15.147,17.4268,30.0187,39.9141,23.5512
3259,11/17/2016,18.2718, ,26.3411, ,28.0663, ,15.9392, , , ,15.1462,17.4842,30.0855,39.8602,23.8203
3258,11/16/2016,18.2552, ,26.2591, ,27.9633, ,15.8718, , , ,15.1454,17.5289,29.9434,39.5958,23.6984
3257,11/15/2016,18.2662, ,26.3157, ,28.0342, ,15.9178, , , ,15.1446,17.507,29.9829,39.6144,23.9176
3256,11/14/2016,18.2388, ,26.1954, ,27.8853, ,15.8224, , , ,15.1438,17.5049,29.7529,39.411,23.7408
3255,11/10/2016,18.2434, ,26.2004, ,27.8855, ,15.8174, , , ,15.1406,17.6059,29.7938,38.4108,23.9993
3254,11/9/2016,18.2461, ,26.2069, ,27.8924, ,15.8207, , , ,15.1399,17.6451,29.7327,38.1786,24.1855
3253,11/8/2016,18.218, ,26.0471, ,27.6894, ,15.6853, , , ,15.1391,17.8189,29.4049,37.3727,24.0925
3252,11/7/2016,18.2047, ,25.9858, ,27.6134, ,15.6363, , , ,15.1383,17.8451,29.2801,37.2496,24.0138
3251,11/4/2016,18.1424, ,25.7103, ,27.2722, ,15.417, , , ,15.1359,17.8696,28.6429,36.4512,23.8941
3250,11/3/2016,18.1506, ,25.7525, ,27.3241, ,15.4502, , , ,15.1352,17.8483,28.69,36.3272,24.0842
3249,11/2/2016,18.1629, ,25.8087, ,27.3941, ,15.4952, , , ,15.1344,17.8589,28.8069,36.4955,24.1251
3248,11/1/2016,18.187, ,25.923, ,27.5374, ,15.5883, , , ,15.1336,17.8507,28.9922,36.9483,24.2612
3247,10/31/2016,18.2046, ,26.0074, ,27.6431, ,15.6569, , , ,15.1329,17.8404,29.19,37.3009,24.2656
3246,10/28/2016,18.1999, ,25.995, ,27.6278, ,15.647, , , ,15.1309,17.8267,29.1936,37.1471,24.2626
3245,10/27/2016,18.2069, ,26.0279, ,27.6684, ,15.6729, , , ,15.1302,17.8278,29.2825,37.1726,24.2836
3244,10/26/2016,18.2234, ,26.0981, ,27.7564, ,15.7296, , , ,15.1296,17.8721,29.3695,37.5468,24.3561
3243,10/25/2016,18.2304, ,26.1279, ,27.794, ,15.7538, , , ,15.1289,17.9017,29.4204,37.7916,24.3341
3242,10/24/2016,18.243, ,26.1888, ,27.8708, ,15.804, , , ,15.1283,17.899,29.5314,38.1086,24.3639
3241,10/21/2016,18.2292, ,26.13, ,27.7979, ,15.7568, , , ,15.1262,17.9151,29.3917,37.8916,24.3559
3240,10/20/2016,18.2336, ,26.1532, ,27.827, ,15.7758, , , ,15.1256,17.9119,29.3942,37.9137,24.4621
3239,10/19/2016,18.237, ,26.1721, ,27.8511, ,15.7916, , , ,15.1249,17.907,29.4325,38.0234,24.4648
3238,10/18/2016,18.2248, ,26.1198, ,27.7859, ,15.7497, , , ,15.1243,17.9027,29.3638,37.8611,24.3688
3237,10/17/2016,18.1963, ,25.9968, ,27.6336, ,15.6521, , , ,15.1236,17.8838,29.1843,37.623,24.1233
3236,10/14/2016,18.2051, ,26.0486, ,27.6988, ,15.6948, , , ,15.1216,17.8553,29.2722,37.6992,24.2372
3235,10/13/2016,18.201, ,26.0252, ,27.6698, ,15.6756, , , ,15.1209,17.8966,29.2663,37.7867,24.0872
3234,10/12/2016,18.2124, ,26.0873, ,27.7483, ,15.7273, , , ,15.1203,17.8579,29.3561,38.0058,24.2027
3233,10/11/2016,18.2195, ,26.1207, ,27.79, ,15.7542, , , ,15.1196,17.866,29.3205,37.9911,24.4247
3232,10/7/2016,18.2451, ,26.2433, ,27.9432, ,15.8529, , , ,15.1169,17.8816,29.5532,38.2957,24.58
3231,10/6/2016,18.2584, ,26.3074, ,28.0238, ,15.9054, , , ,15.1163,17.8792,29.6489,38.5399,24.675
3230,10/5/2016,18.2631, ,26.3293, ,28.0517, ,15.9236, , , ,15.1156,17.894,29.6336,38.6514,24.7656
3229,10/4/2016,18.2538, ,26.285, ,27.9962, ,15.8874, , , ,15.115,17.9151,29.4949,38.4446,24.8174
3228,10/3/2016,18.2675, ,26.3403, ,28.0644, ,15.9304, , , ,15.1143,17.9652,29.6387,38.6419,24.7891
3227,9/30/2016,18.2739, ,26.3751, ,28.1083, ,15.9588, , , ,15.1123,17.9737,29.7319,38.7974,24.7693
3226,9/29/2016,18.2518, ,26.2674, ,27.9738, ,15.8711, , , ,15.1116,18.0164,29.4972,38.4551,24.6906
3225,9/28/2016,18.286, ,26.4295, ,28.1758, ,16.002, , , ,15.111,18.0037,29.7735,38.9125,24.9259
3224,9/27/2016,18.2599, ,26.3108, ,28.0281, ,15.9065, , , ,15.1103,18.0101,29.6102,38.5993,24.6917
3223,9/26/2016,18.2439, ,26.2464, ,27.9494, ,15.8569, , , ,15.1096,17.9819,29.4191,38.488,24.7137
3222,9/23/2016,18.2716, ,26.3845, ,28.1218, ,15.9686, , , ,15.1076,17.9617,29.6716,38.7766,24.9332
3221,9/22/2016,18.292, ,26.4834, ,28.2451, ,16.0485, , , ,15.107,17.9444,29.8426,39.0025,25.096
3220,9/21/2016,18.2502, ,26.3023, ,28.0203, ,15.9041, , , ,15.1063,17.9015,29.6496,38.53,24.6755
3219,9/20/2016,18.2086, ,26.1165, ,27.79, ,15.756, , , ,15.1057,17.8925,29.3288,38.0439,24.416
3218,9/19/2016,18.2018, ,26.0929, ,27.7619, ,15.7388, , , ,15.105,17.8718,29.3199,38.1609,24.2856
3217,9/16/2016,18.1916, ,26.0532, ,27.7123, ,15.7066, , , ,15.103,17.8653,29.3201,37.9424,24.1721
3216,9/15/2016,18.2078, ,26.1286, ,27.8057, ,15.7667, , , ,15.1023,17.8661,29.4306,38.0534,24.3389
3215,9/14/2016,18.1786, ,25.9973, ,27.6429, ,15.6617, , , ,15.1017,17.871,29.131,37.6298,24.2894
3214,9/13/2016,18.1802, ,26.0144, ,27.665, ,15.6769, , , ,15.101,17.8345,29.1469,37.6642,24.3554
3213,9/12/2016,18.2397, ,26.278, ,27.9917, ,15.8865, , , ,15.1003,17.8871,29.5764,38.3509,24.751
3212,9/9/2016,18.1942, ,26.0768, ,27.7426, ,15.7263, , , ,15.0983,17.8853,29.1464,37.8641,24.5743
3211,9/8/2016,18.2873, ,26.4985, ,28.2671, ,16.0641, , , ,15.0977,17.9397,29.8789,38.991,25.1595
3210,9/7/2016,18.2982, ,26.5369, ,28.3139, ,16.0929, , , ,15.097,18.0125,29.9445,39.107,25.183
3209,9/6/2016,18.2912, ,26.5062, ,28.2751, ,16.0674, , , ,15.0963,18.0083,29.9415,38.9038,25.1074
3208,9/2/2016,18.266, ,26.4112, ,28.1591, ,15.9944, , , ,15.0936,17.9557,29.8518,38.85,24.8224
3207,9/1/2016,18.2433, ,26.3039, ,28.0248, ,15.9068, , , ,15.093,17.9783,29.7252,38.494,24.5971
3206,8/31/2016,18.2366, ,26.2747, ,27.9884, ,15.8832, , , ,15.0924,17.9811,29.7263,38.4527,24.4665
3205,8/30/2016,18.2442, ,26.3124, ,28.0355, ,15.9138, , , ,15.0918,17.9795,29.7916,38.5745,24.5153
3204,8/29/2016,18.2472, ,26.3262, ,28.0523, ,15.9243, , , ,15.0912,17.9873,29.845,38.5647,24.5047
3203,8/26/2016,18.2278, ,26.2564, ,27.9673, ,15.871, , , ,15.0893,17.9228,29.6859,38.3379,24.5085
3202,8/25/2016,18.2431, ,26.3195, ,28.0451, ,15.9204, , , ,15.0887,17.9705,29.7322,38.4319,24.7003
3201,8/24/2016,18.2496, ,26.3474, ,28.079, ,15.9415, , , ,15.0881,17.987,29.7723,38.3518,24.7991
3200,8/23/2016,18.2656, ,26.4235, ,28.1742, ,16.0033, , , ,15.0875,17.9892,29.9274,38.6736,24.8338
3199,8/22/2016,18.252, ,26.3621, ,28.0975, ,15.9535, , , ,15.0869,17.9885,29.868,38.4543,24.6966
3198,8/19/2016,18.2464, ,26.35, ,28.0832, ,15.945, , , ,15.085,17.9501,29.8841,38.374,24.6606
3197,8/18/2016,18.2562, ,26.3898, ,28.1319, ,15.9756, , , ,15.0844,17.9857,29.923,38.3938,24.7781
3196,8/17/2016,18.2418, ,26.3303, ,28.058, ,15.9281, , , ,15.0838,17.9587,29.8566,38.156,24.6778
3195,8/16/2016,18.2385, ,26.3222, ,28.0492, ,15.9235, , , ,15.0832,17.9388,29.7937,38.2419,24.7132
3194,8/15/2016,18.2583, ,26.413, ,28.1627, ,15.9967, , , ,15.0826,17.9548,29.9523,38.5741,24.806
3193,8/12/2016,18.248, ,26.3656, ,28.1028, ,15.9571, , , ,15.0807,17.9821,29.8653,38.2537,24.8043
3192,8/11/2016,18.2444, ,26.3608, ,28.0976, ,15.9549, , , ,15.0801,17.9334,29.8876,38.264,24.7651
3191,8/10/2016,18.2288, ,26.2804, ,27.9971, ,15.889, , , ,15.0795,17.9926,29.7429,38.1119,24.6152
3190,8/9/2016,18.2308, ,26.2988, ,28.0213, ,15.9057, , , ,15.0789,17.9575,29.8173,38.3075,24.5462
3189,8/8/2016,18.2131, ,26.2279, ,27.934, ,15.8503, , , ,15.0783,17.9165,29.8044,38.2548,24.258
3188,8/5/2016,18.2062, ,26.2048, ,27.9059, ,15.8326, , , ,15.0764,17.907,29.8287,38.2609,24.1169
3187,8/4/2016,18.1858, ,26.102, ,27.7775, ,15.7487, , , ,15.0758,17.968,29.5737,37.9101,24.0883
3186,8/3/2016,18.1745, ,26.0611, ,27.7277, ,15.7176, , , ,15.0752,17.9243,29.5598,37.8893,23.9358
3185,8/2/2016,18.1746, ,26.0624, ,27.7286, ,15.7177, , , ,15.0746,17.9262,29.4587,37.6034,24.1872
3184,8/1/2016,18.1967, ,26.1598, ,27.8501, ,15.796, , , ,15.074,17.964,29.6464,38.0724,24.2129
3183,7/29/2016,18.2126, ,26.2275, ,27.9339, ,15.8492, , , ,15.0734,18.0017,29.6841,38.1467,24.4466
3182,7/28/2016,18.1827, ,26.1066, ,27.7849, ,15.7544, , , ,15.0715,17.9534,29.6354,38.0222,23.9991
3181,7/27/2016,18.1787, ,26.0909, ,27.7656, ,15.742, , , ,15.0709,17.9514,29.5853,37.9377,24.027
3180,7/26/2016,18.1756, ,26.0869, ,27.7616, ,15.7405, , , ,15.0703,17.91,29.6196,38.0036,23.9539
3179,7/25/2016,18.1691, ,26.0584, ,27.7254, ,15.7167, , , ,15.0697,17.9085,29.6091,37.7969,23.902
3178,7/22/2016,18.1742, ,26.0869, ,27.7612, ,15.7398, , , ,15.0679,17.9141,29.6983,37.8974,23.8782
3177,7/21/2016,18.1658, ,26.05, ,27.7151, ,15.7099, , , ,15.0673,17.9159,29.5636,37.6491,23.9798
3176,7/20/2016,18.1715, ,26.0802, ,27.753, ,15.7346, , , ,15.0667,17.9051,29.6703,37.7917,23.928
3175,7/19/2016,18.1527, ,25.9924, ,27.6434, ,15.6634, , , ,15.066,17.9224,29.5404,37.5152,23.781
3174,7/18/2016,18.1619, ,26.0414, ,27.7052, ,15.704, , , ,15.0654,17.8998,29.582,37.6637,23.9177
3173,7/15/2016,18.152, ,26.0047, ,27.6605, ,15.6757, , , ,15.0636,17.8918,29.5104,37.5852,23.8799
3172,7/14/2016,18.1585, ,26.0267, ,27.6866, ,15.6913, , , ,15.063,17.9393,29.5379,37.5442,23.9413
3171,7/13/2016,18.1433, ,25.9518, ,27.5939, ,15.6311, , , ,15.0624,17.9862,29.3827,37.4698,23.8165
3170,7/12/2016,18.1423, ,25.9578, ,27.6028, ,15.6381, , , ,15.0618,17.9448,29.3761,37.5739,23.8382
3169,7/11/2016,18.1055, ,25.7836, ,27.3859, ,15.4975, , , ,15.0612,17.994,29.1715,37.1728,23.4222
3168,7/8/2016,18.0837, ,25.6846, ,27.2628, ,15.4175, , , ,15.0593,18.0309,29.0721,36.8973,23.1796
3167,7/7/2016,18.028, ,25.4402, ,26.9606, ,15.2239, , , ,15.0587,18.0084,28.6355,36.1794,22.9044
3166,7/6/2016,18.0262, ,25.4356, ,26.9546, ,15.22, , , ,15.0581,17.9958,28.6577,36.0818,22.8891
3165,7/5/2016,18.0167, ,25.3914, ,26.8999, ,15.1845, , , ,15.0575,18.0137,28.4949,35.8587,22.9871
3164,7/1/2016,18.0508, ,25.5718, ,27.126, ,15.3324, , , ,15.055,17.9247,28.6895,36.3403,23.4437
3163,6/30/2016,18.0331, ,25.5015, ,27.04, ,15.278, , , ,15.0543,17.8874,28.6282,36.1915,23.2664
3162,6/29/2016,17.9866, ,25.2957, ,26.7869, ,15.116, , , ,15.0535,17.8894,28.2455,35.6309,23.05
3161,6/28/2016,17.9208, ,25.007, ,26.4324, ,14.8896, , , ,15.0527,17.8891,27.7685,34.9063,22.6477
3160,6/27/2016,17.8435, ,24.6656, ,26.0128, ,14.6214, , , ,15.052,17.8833,27.2773,34.2272,21.9926
3159,6/24/2016,17.9151, ,25.0229, ,26.459, ,14.912, , , ,15.0497,17.7875,27.7791,35.3053,22.6615
3158,6/23/2016,18.0898, ,25.8375, ,27.4668, ,15.5616, , , ,15.0489,17.6869,28.8155,36.7835,24.6
3157,6/22/2016,18.0289, ,25.5564, ,27.1187, ,15.3369, , , ,15.0481,17.7206,28.435,36.1225,24.0214
3156,6/21/2016,18.0311, ,25.5713, ,27.1377, ,15.3496, , , ,15.0474,17.7112,28.4817,36.248,23.9852
3155,6/20/2016,18.0223, ,25.5319, ,27.0899, ,15.3192, , , ,15.0466,17.7281,28.402,36.2896,23.8973
3154,6/17/2016,17.9649, ,25.2764, ,26.7746, ,15.1164, , , ,15.0443,17.7503,28.2374,35.9012,23.0561
3153,6/16/2016,17.9679, ,25.2845, ,26.7836, ,15.1211, , , ,15.0435,17.7898,28.3303,35.9425,22.9307
3152,6/15/2016,17.9618, ,25.2654, ,26.7616, ,15.1081, , , ,15.0428,17.7659,28.2371,35.9909,22.9713
3151,6/14/2016,17.9531, ,25.2318, ,26.7199, ,15.0815, , , ,15.042,17.7468,28.2868,35.9079,22.7745
3150,6/13/2016,17.9744, ,25.3295, ,26.8408, ,15.1592, , , ,15.0412,17.7538,28.3357,36.0267,23.1309
3149,6/10/2016,18.0086, ,25.4967, ,27.0486, ,15.2935, , , ,15.0389,17.7392,28.5592,36.3681,23.5061
3148,6/9/2016,18.0636, ,25.7576, ,27.373, ,15.5036, , , ,15.0381,17.713,28.823,36.9546,24.202
3147,6/8/2016,18.0809, ,25.8455, ,27.4831, ,15.5754, , , ,15.0374,17.6864,28.8713,37.1535,24.5064
3146,6/7/2016,18.0669, ,25.7871, ,27.4111, ,15.5294, , , ,15.0366,17.67,28.7701,36.9661,24.4467
3145,6/6/2016,18.0514, ,25.7194, ,27.3275, ,15.4756, , , ,15.0359,17.6685,28.7324,36.8499,24.2146
3144,6/3/2016,18.0309, ,25.6324, ,27.2199, ,15.4062, , , ,15.0335,17.6722,28.5917,36.517,24.1212
3143,6/2/2016,18.0217, ,25.6119, ,27.1968, ,15.3937, , , ,15.0328,17.5838,28.6748,36.7162,23.8634
3142,6/1/2016,18.0135, ,25.5821, ,27.1598, ,15.3703, , , ,15.032,17.5538,28.5907,36.4482,23.952
3141,5/31/2016,18.0135, ,25.5801, ,27.1564, ,15.3673, , , ,15.0313,17.5703,28.5534,36.2385,24.0673
3140,5/27/2016,18.0108, ,25.5804, ,27.1572, ,15.3681, , , ,15.0284,17.5527,28.5802,36.1346,24.0785
3139,5/26/2016,17.9986, ,25.525, ,27.0883, ,15.3233, , , ,15.0277,17.5617,28.4534,35.8625,24.0931
3138,5/25/2016,17.9904, ,25.5002, ,27.0591, ,15.3059, , , ,15.027,17.514,28.455,35.9241,23.9684
3137,5/24/2016,17.9657, ,25.3889, ,26.922, ,15.2179, , , ,15.0263,17.5301,28.2565,35.693,23.8052
3136,5/23/2016,17.9146, ,25.161, ,26.641, ,15.0376, , , ,15.0256,17.5304,27.8742,35.0887,23.4904
3135,5/20/2016,17.9209, ,25.195, ,26.6832, ,15.0646, , , ,15.0235,17.5368,27.9314,35.1407,23.5531
3134,5/19/2016,17.8907, ,25.0612, ,26.5173, ,14.9577, , , ,15.0228,17.5294,27.7601,34.6492,23.3391
3133,5/18/2016,17.9071, ,25.145, ,26.6218, ,15.0258, , , ,15.0221,17.493,27.8627,34.8636,23.532
3132,5/17/2016,17.9115, ,25.1473, ,26.6229, ,15.0242, , , ,15.0214,17.5933,27.8531,34.8209,23.5352
3131,5/16/2016,17.9371, ,25.264, ,26.7669, ,15.1167, , , ,15.0207,17.5992,28.109,35.2164,23.5736
3130,5/13/2016,17.9078, ,25.132, ,26.6042, ,15.0116, , , ,15.0185,17.6375,27.8336,34.826,23.4771
3129,5/12/2016,17.9342, ,25.258, ,26.7595, ,15.1116, , , ,15.0178,17.6098,28.069,35.0494,23.6674
3128,5/11/2016,17.9419, ,25.2929, ,26.8033, ,15.1399, , , ,15.0171,17.6272,28.071,35.1956,23.7794
3127,5/10/2016,17.9635, ,25.3967, ,26.9319, ,15.223, , , ,15.0164,17.6067,28.327,35.5744,23.7721
3126,5/9/2016,17.9208, ,25.2086, ,26.7009, ,15.0753, , , ,15.0157,17.6027,27.9774,35.1839,23.5284
3125,5/6/2016,17.916, ,25.1971, ,26.6874, ,15.0671, , , ,15.0136,17.5871,27.9561,35.1235,23.5376
3124,5/5/2016,17.9088, ,25.1628, ,26.6447, ,15.0392, , , ,15.0129,17.6089,27.8637,34.9583,23.5629
3123,5/4/2016,17.9114, ,25.184, ,26.6722, ,15.0581, , , ,15.0122,17.578,27.8639,35.089,23.635
3122,5/3/2016,17.9382, ,25.3091, ,26.8271, ,15.1577, , , ,15.0115,17.5717,28.0242,35.3241,23.9282
